GeneID	KOG Gene ID	Identity	Align Length	Q start	Q end	T start	T end	E value	Score	KOG ID	Classification flag	Description
Ss03g10310.1	At2g39970	59.599	349	3	351	1	319	2.41E-129	375	KOG0769	C	Energy production and conversion
Ss06g02310.1	At1g63010_2	73.16	462	241	698	2	461	0	652	KOG2325	R	General function prediction only
Ss06g02290.1	At1g60770	47.67	558	3	549	7	490	1.43E-159	465	KOG4197	R	General function prediction only
Ss06g02260.1	At4g24050	68.519	324	1	324	1	322	8.92E-163	459	KOG1208	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss06g02240.1	At5g55290	74.627	67	1	67	1	67	2.80E-31	105	KOG3500	C	Energy production and conversion
Ss06g02320.1	At4g11980	62.3	313	3	314	5	303	8.20E-131	376	KOG3041	L	Replication, recombination and repair
Ss06g05750.1	At4g30360	61.594	690	43	694	6	692	0	872	KOG0498	PT	Inorganic ion transport and metabolism; Signal transduction mechanisms
Ss06g05700.1	At4g12620	56.647	835	7	801	2	813	0	907	KOG1514	L	Replication, recombination and repair
Ss06g05720.1	At4g30440	82.596	339	1	339	88	426	0	575	KOG1371	M	Cell wall/membrane/envelope biogenesis
Ss06g05730.1	At5g40160	44.231	208	25	224	100	282	2.90E-49	167	KOG0504	R	General function prediction only
Ss06g05740.1	At2g15480	34.35	492	13	469	4	482	1.34E-81	262	KOG1192	CG	Energy production and conversion; Carbohydrate transport and metabolism
Ss01g11180.1	At5g27250	37.255	102	89	189	201	296	2.14E-10	60.5	KOG4585	L	Replication, recombination and repair
Ss01g42090.1	At1g16430	65.672	134	14	147	14	147	5.04E-49	155	KOG3304	R	General function prediction only
Ss01g42070.1	At5g38290	64	250	1	250	1	246	3.15E-114	328	KOG2255	J	Translation, ribosomal structure and biogenesis
Ss01g11220.1	At2g02980	41.565	575	24	596	35	603	8.41E-165	484	KOG4197	R	General function prediction only
Ss01g42120.1	At2g32660	36.045	713	444	1146	101	744	1.98E-115	378	KOG0619	R	General function prediction only
Ss01g42110.1	At2g33050	46.201	329	4	332	389	711	3.19E-85	276	KOG0619	R	General function prediction only
Ss07g18080.1	At5g64610	81.614	446	4	428	1	445	0	748	KOG2747	B	Chromatin structure and dynamics
Ss09g11620.1	At1g16800	45.249	1326	829	2105	519	1786	0	1050	KOG1801	A	RNA processing and modification
Ss09g11640.1	At2g24580	55.556	405	8	402	6	404	6.32E-156	447	KOG2820	R	General function prediction only
Ss02g30810.1	At1g31160	75.974	154	28	177	39	187	2.58E-73	219	KOG3275	T	Signal transduction mechanisms
Ss02g30820.1	At1g56170	76.471	136	121	256	55	186	4.82E-72	221	KOG1657	K	Transcription
Ss02g30790.1	At2g35120	77.419	155	3	156	2	156	3.54E-86	250	KOG3373	E	Amino acid transport and metabolism
Ss02g30770.1	At5g44790	68.531	1001	4	995	8	1001	0	1358	KOG0207	P	Inorganic ion transport and metabolism
Ss02g30780.1	At2g35130	64.246	537	435	967	38	572	0	753	KOG4197	R	General function prediction only
Ss07g18070.1	At3g18830	45.382	498	3	479	5	499	5.05E-156	455	KOG0254	R	General function prediction only
Contig2g00090.1	At2g17910	28.972	107	6	110	101	207	2.22E-06	47	KOG1075	R	General function prediction only
Ss02g11370.1	At3g18790	56.164	219	1	191	1	217	3.08E-71	220	KOG3068	A	RNA processing and modification
Ss02g11390.1	At2g44850_2	43.643	291	35	325	3	286	6.11E-80	246	KOG2800	R	General function prediction only
Ss02g11420.1	At5g47310	62.424	165	2	166	19	182	3.56E-73	223	KOG0324	S	Function unknown
Ss02g11410.1	At2g43090	58.367	245	3	242	11	250	2.78E-83	250	KOG0454	E	Amino acid transport and metabolism
Ss02g01830.1	At3g44890	62.234	188	1	178	1	185	6.06E-72	217	KOG4607	J	Translation, ribosomal structure and biogenesis
Ss01g05570.1	At5g01520	48.56	243	9	244	4	237	3.16E-73	224	KOG1039	O	Posttranslational modification, protein turnover, chaperones
Ss01g05550.1	At2g19880	66.366	443	9	431	8	425	0	596	KOG2547	IM	Lipid transport and metabolism; Cell wall/membrane/envelope biogenesis
Ss01g05560.1	At2g36460	84.637	358	1	358	1	358	0	620	KOG1557	G	Carbohydrate transport and metabolism
Ss01g05530.1	At5g63210	62.097	248	353	599	1	248	9.03E-108	326	KOG1124	R	General function prediction only
Ss01g05540.1	At1g50500	71.879	857	1	833	1	822	0	1205	KOG2180	U	Intracellular trafficking, secretion, and vesicular transport
Ss01g05520.1	At5g17060	57.297	185	1	180	1	160	1.98E-62	192	KOG0070	U	Intracellular trafficking, secretion, and vesicular transport
Ss01g05500.1	At2g15540	29.907	107	19	115	160	266	1.95E-08	52.4	KOG1075	R	General function prediction only
Ss01g23880.1	At2g34930	37.835	896	34	862	30	900	1.91E-157	487	KOG0619	R	General function prediction only
Ss01g23910.1	At5g11340	57.143	98	32	121	58	155	4.25E-31	110	KOG3138	R	General function prediction only
Ss01g23950.1	At2g34930	34.03	335	5	302	549	874	6.35E-42	155	KOG0619	R	General function prediction only
Ss01g23960.1	At3g06700	73.77	61	1	60	1	61	5.46E-25	88.6	KOG3504	J	Translation, ribosomal structure and biogenesis
Ss09g05910.1	At3g48170	77.355	499	6	504	5	503	0	841	KOG2450	C	Energy production and conversion
Ss09g05880.1	At3g28210	54.605	152	1	150	1	152	2.06E-57	179	KOG3183	R	General function prediction only
Ss09g05870.1	At1g59990	57.895	513	68	568	72	572	0	577	KOG0333	A	RNA processing and modification
Ss09g05860.1	At3g06030	52.976	672	18	648	4	641	0	586	KOG0198	T	Signal transduction mechanisms
Ss07g33110.1	At2g47900	65.602	407	1	400	1	407	0	533	KOG2502	R	General function prediction only
Ss07g33100.1	At3g05030	77.799	527	15	534	15	541	0	830	KOG1965	P	Inorganic ion transport and metabolism
Ss08g14780.1	At2g36480	46.222	225	7	205	44	264	3.51E-44	175	KOG2071	A	RNA processing and modification
Ss08g14730.1	At5g49650	47.692	390	43	385	88	459	2.24E-102	317	KOG2531	G	Carbohydrate transport and metabolism
Ss08g14760.1	At1g75660	70.056	895	1	880	1	850	0	1213	KOG2044	AL	RNA processing and modification; Replication, recombination and repair
Ss06g11440.1	At5g55470	67.992	503	23	521	20	522	0	715	KOG1965	P	Inorganic ion transport and metabolism
Ss06g11430.1	At3g07880	71.498	207	39	245	38	239	5.53E-110	317	KOG3205	T	Signal transduction mechanisms
Ss06g11370.1	AtMi093	65.909	44	31	74	119	160	1.06E-08	51.6	KOG4770	C	Energy production and conversion
Ss06g11390.1	At3g15150	35.028	177	2	146	103	279	3.52E-30	112	KOG2979	R	General function prediction only
Ss06g11420.1	At5g35700	67.052	692	1	692	1	660	0	954	KOG0046	Z	Cytoskeleton
Ss06g11410.1	At2g04740	57.064	361	32	390	27	359	6.10E-135	404	KOG0511	R	General function prediction only
Ss04g21890.1	At3g28860	82.097	1240	22	1261	15	1252	0	2110	KOG0055	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss04g21920.1	At3g28850	39.181	342	81	402	125	427	3.93E-68	223	KOG2824	O	Posttranslational modification, protein turnover, chaperones
Ss04g21860.1	At1g69670	74.59	732	2	732	3	732	0	1147	KOG2166	D	Cell cycle control, cell division, chromosome partitioning
Ss04g21850.1	At3g25660	68.561	528	50	573	9	533	0	695	KOG1211	J	Translation, ribosomal structure and biogenesis
Ss04g21880.1	At5g62500	62.687	268	6	273	2	264	2.94E-121	349	KOG3000	ZD	Cytoskeleton; Cell cycle control, cell division, chromosome partitioning
Ss04g03210.1	At1g05570	53.285	137	9	140	34	166	1.70E-26	119	KOG0916	M	Cell wall/membrane/envelope biogenesis
Ss04g03180.1	At4g19490	50.871	804	37	792	51	848	0	757	KOG2115	U	Intracellular trafficking, secretion, and vesicular transport
Ss04g03160.1	At2g47800	53.453	1506	23	1492	32	1516	0	1565	KOG0054	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss04g03170.1	At1g24640	51.351	74	1	74	812	885	1.68E-18	79.3	KOG1075	R	General function prediction only
Ss04g03150.1	At3g62700	82.627	236	1	236	1304	1539	6.99E-128	396	KOG0054	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss04g03130.1	At3g23820	54.286	105	1	103	302	405	3.08E-30	117	KOG1371	M	Cell wall/membrane/envelope biogenesis
Ss06g08870.1	At1g55270	63.342	401	1	376	1	397	0	521	KOG1072	R	General function prediction only
Ss06g08900.1	AtCh059	75	84	2	85	44	127	2.30E-40	130	KOG3422	J	Translation, ribosomal structure and biogenesis
Ss06g08880.1	At5g06620	68.548	124	177	299	135	258	1.15E-55	182	KOG2084	B	Chromatin structure and dynamics
Ss06g08930.1	At1g24130	51.389	360	50	388	59	410	9.12E-114	339	KOG4155	R	General function prediction only
Ss06g08920.1	At2g04690	67.883	137	22	158	27	162	6.57E-62	191	KOG3374	K	Transcription
Ss10g04370.1	At4g38630	63.923	413	53	463	1	386	2.37E-169	483	KOG2884	O	Posttranslational modification, protein turnover, chaperones
Ss10g04360.1	At5g66150	64.5	1000	19	995	36	1035	0	1338	KOG1959	G	Carbohydrate transport and metabolism
Ss11g00050.1	At2g29590	51.282	156	11	166	2	157	4.46E-51	162	KOG3328	R	General function prediction only
Ss11g00040.1	At3g55740	53.149	397	1	382	57	439	4.93E-136	397	KOG1303	E	Amino acid transport and metabolism
Ss11g00010.1	At5g41480	46.125	529	25	550	14	480	6.10E-148	435	KOG2525	H	Coenzyme transport and metabolism
Ss11g00030.1	At3g54110	76.08	301	7	306	6	302	1.10E-170	476	KOG0753	C	Energy production and conversion
Ss10g15880.1	At5g52050	55.342	468	50	513	34	501	4.83E-176	507	KOG1347	R	General function prediction only
Ss10g15870.1	At2g45720	61.792	547	17	563	14	553	0	701	KOG0167	S	Function unknown
Ss11g00090.1	At2g16370_2	85.878	262	350	611	2	263	3.25E-174	497	KOG0673	F	Nucleotide transport and metabolism
Ss11g00080.1	At2g38080	68.412	554	11	562	4	554	0	815	KOG1263	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss10g15810.1	At3g61140	70.519	424	18	437	17	439	0	623	KOG0686	TO	Signal transduction mechanisms; Posttranslational modification, protein turnover, chaperones
Ss10g15800.1	At4g00720	72.458	472	1	466	1	464	0	714	KOG0658	G	Carbohydrate transport and metabolism
Ss04g22740.1	At1g75660	65.257	993	1	971	1	920	0	1199	KOG2044	AL	RNA processing and modification; Replication, recombination and repair
Ss04g22690.1	At4g05320	97.049	305	1	305	1	305	0	593	KOG0001	RO	General function prediction only; Posttranslational modification, protein turnover, chaperones
Ss01g10930.1	At5g06390	73.418	79	1	79	350	428	7.23E-35	124	KOG1437	MW	Cell wall/membrane/envelope biogenesis; Extracellular structures
Ss03g08060.1	At2g22240	59.292	226	1	170	1	226	1.31E-84	259	KOG0693	I	Lipid transport and metabolism
Ss03g08050.1	At2g22240	91.25	160	1	157	314	473	7.10E-100	297	KOG0693	I	Lipid transport and metabolism
Ss07g05250.1	At1g64110	43.089	123	339	433	238	360	1.87E-24	108	KOG0737	O	Posttranslational modification, protein turnover, chaperones
Ss03g08020.1	At3g18830	40	240	1	224	224	463	9.66E-50	173	KOG0254	R	General function prediction only
Ss03g08040.1	At4g33500_1	55.804	224	339	562	478	700	3.51E-82	272	KOG1379	T	Signal transduction mechanisms
Ss03g08030.1	At1g01190	49.91	557	1	551	1	533	0	535	KOG0156	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss03g07990.1	At3g63470	53.612	263	26	282	71	331	5.11E-95	293	KOG1282	EO	Amino acid transport and metabolism; Posttranslational modification, protein turnover, chaperones
Ss03g26580.1	At5g38640	68.093	257	132	387	222	478	1.25E-123	374	KOG1467	J	Translation, ribosomal structure and biogenesis
Ss03g26570.1	At2g34590	77.919	394	1	385	14	406	0	629	KOG0524	C	Energy production and conversion
Ss03g26560.1	At1g24640	45.604	182	1	181	771	952	5.95E-50	174	KOG1075	R	General function prediction only
Ss03g26550.1	At1g48410	54.525	895	34	881	186	1048	0	903	KOG1041	J	Translation, ribosomal structure and biogenesis
Ss05g15760.1	At4g23630	56.863	204	46	249	72	273	6.95E-87	260	KOG1792	U	Intracellular trafficking, secretion, and vesicular transport
Ss03g26520.1	At1g15740	69.643	56	209	263	527	582	4.02E-09	58.5	KOG1947	R	General function prediction only
Ss05g15720.1	At5g62700	97.209	430	1	430	1	430	0	857	KOG1375	Z	Cytoskeleton
Ss04g11820.1	CE03249	28.571	203	19	211	46	234	7.62E-16	77	KOG4705	S	Function unknown
Ss05g15740.1	At3g45030	42.478	113	1	100	1	110	2.48E-22	85.5	KOG0900	J	Translation, ribosomal structure and biogenesis
Ss04g11800.1	At1g70590	42.088	297	57	335	64	360	4.12E-70	224	KOG1550	MTO	Cell wall/membrane/envelope biogenesis; Signal transduction mechanisms; Posttranslational modification, protein turnover, chaperones
Ss04g11860.1	At4g24690_2	42.5	360	484	833	42	375	6.40E-77	255	KOG4351	S	Function unknown
Ss04g11840.1	At5g50170	45.644	1056	1	1028	1	1017	0	926	KOG1032	S	Function unknown
Ss08g15680.1	At1g07590	59	500	17	512	34	533	0	625	KOG4197	R	General function prediction only
Ss08g15670.1	At2g42030	56.842	95	252	343	136	229	1.44E-28	118	KOG0823	O	Posttranslational modification, protein turnover, chaperones
Ss08g15700.1	At2g01970	81.195	569	22	589	24	592	0	965	KOG1277	U	Intracellular trafficking, secretion, and vesicular transport
Ss06g19200.1	AtCh082	81.988	161	1	161	1	155	2.14E-89	258	KOG3291	J	Translation, ribosomal structure and biogenesis
Ss06g19190.1	AtCh083	83.088	136	124	245	1	136	5.39E-70	223	KOG4668	C	Energy production and conversion
Ss06g19140.1	At5g20280	67.302	682	1	667	1	680	0	934	KOG0853	M	Cell wall/membrane/envelope biogenesis
Ss06g19130.1	At5g20270	50.838	358	3	360	19	332	6.02E-128	371	KOG0748	RT	General function prediction only; Signal transduction mechanisms
Ss06g19180.1	AtCh083	93.627	204	1	204	184	387	1.30E-108	318	KOG4668	C	Energy production and conversion
Ss06g19170.1	At2g25310	60.914	197	8	202	17	196	1.40E-68	209	KOG3306	S	Function unknown
Ss06g19160.1	At5g34850	72.885	461	102	558	4	464	0	718	KOG1378	G	Carbohydrate transport and metabolism
Ss06g19150.1	At5g20280	59.049	1094	1	1088	1	1037	0	1270	KOG0853	M	Cell wall/membrane/envelope biogenesis
Ss07g22260.1	At5g08380	58.75	400	14	385	12	409	1.91E-167	476	KOG2366	G	Carbohydrate transport and metabolism
Ss03g20460.1	At1g35910	59.726	365	1	353	1	355	9.48E-147	420	KOG1050	G	Carbohydrate transport and metabolism
Ss03g20480.1	At3g63470	50.939	426	60	478	73	491	4.99E-150	439	KOG1282	EO	Amino acid transport and metabolism; Posttranslational modification, protein turnover, chaperones
Ss03g20470.1	At3g63470	46.809	423	70	477	94	492	4.04E-125	375	KOG1282	EO	Amino acid transport and metabolism; Posttranslational modification, protein turnover, chaperones
Ss03g20490.1	At3g63470	45.667	427	129	513	73	491	1.17E-122	370	KOG1282	EO	Amino acid transport and metabolism; Posttranslational modification, protein turnover, chaperones
Ss07g22230.1	At5g17530	73.309	547	84	629	24	568	0	809	KOG1220	G	Carbohydrate transport and metabolism
Ss03g20510.1	At2g38770	76.641	1447	1	1439	1	1435	0	2286	KOG1806	L	Replication, recombination and repair
Ss05g01550.1	At2g42880	68.75	608	14	611	2	594	0	807	KOG0660	T	Signal transduction mechanisms
Ss05g01560.1	At1g17050	76.852	324	69	392	13	336	0	527	KOG0776	H	Coenzyme transport and metabolism
Ss05g01480.1	At1g07380	67.712	765	26	785	22	778	0	1052	KOG2232	T	Signal transduction mechanisms
Ss05g01490.1	At4g11260_2	68.528	197	170	366	1	196	6.41E-98	290	KOG1309	T	Signal transduction mechanisms
Ss05g01520.1	At1g15240	39.02	1061	12	1043	9	899	0	603	KOG2101	ZUD	Cytoskeleton; Intracellular trafficking, secretion, and vesicular transport; Cell cycle control, cell division, chromosome partitioning
Ss05g01530.1	At5g11860	54.95	202	603	804	82	283	1.25E-70	236	KOG1605	K	Transcription
Ss05g01540.1	At1g15000	52.518	417	27	441	28	435	7.86E-150	434	KOG1282	EO	Amino acid transport and metabolism; Posttranslational modification, protein turnover, chaperones
Ss07g32010.1	At5g08530	95.425	459	43	501	28	486	0	864	KOG2658	C	Energy production and conversion
Ss07g32030.1	At3g06290	60.888	473	466	901	379	837	1.77E-162	542	KOG1860	UD	Intracellular trafficking, secretion, and vesicular transport; Cell cycle control, cell division, chromosome partitioning
Ss07g32040.1	At3g06270	47.849	372	1	338	1	354	2.68E-115	339	KOG0698	T	Signal transduction mechanisms
Ss06g22210.1	At1g73630	30.435	161	4	159	8	149	1.06E-14	68.9	KOG0027	T	Signal transduction mechanisms
Ss06g13850.1	At3g46790	41.638	586	65	644	73	657	2.29E-166	492	KOG4197	R	General function prediction only
Ss09g17260.1	At1g33600	34.65	557	7	552	5	477	4.41E-82	265	KOG0619	R	General function prediction only
Ss09g17230.1	At5g58330	71.678	286	1	258	164	441	4.46E-138	397	KOG1496	C	Energy production and conversion
Ss09g17210.1	At3g51270	61.431	503	1	488	1	465	0	538	KOG2268	RT	General function prediction only; Signal transduction mechanisms
Ss09g17200.1	At5g51100	57.709	227	101	327	51	275	9.33E-95	287	KOG0876	P	Inorganic ion transport and metabolism
Ss02g11980.1	At3g55470	30.201	149	3	149	1	134	8.69E-14	67.8	KOG1030	R	General function prediction only
Ss02g03370.1	At3g22110	83.534	249	1	249	1	248	2.17E-157	438	KOG0178	O	Posttranslational modification, protein turnover, chaperones
Ss02g03360.1	At2g11000	52.101	714	14	725	23	695	0	754	KOG2343	R	General function prediction only
Ss02g03350.1	At5g35200	62.178	505	9	502	11	504	0	614	KOG0251	UT	Intracellular trafficking, secretion, and vesicular transport; Signal transduction mechanisms
Ss02g03340.1	At1g32410_1	66.129	124	1	124	1	124	4.75E-55	169	KOG2174	T	Signal transduction mechanisms
Ss02g03330.1	At5g11150	71.041	221	1	221	1	221	4.77E-124	351	KOG0859	U	Intracellular trafficking, secretion, and vesicular transport
Ss02g03320.1	At3g05530	95.146	412	16	427	13	424	0	811	KOG0652	O	Posttranslational modification, protein turnover, chaperones
Ss01g07480.1	At1g34370	56.881	436	92	519	76	489	1.60E-158	461	KOG1721	R	General function prediction only
Ss02g03300.1	At5g57280	70.486	288	3	290	4	289	8.88E-155	434	KOG1541	R	General function prediction only
Ss02g23850.1	AtCh083	82.353	204	1	190	184	387	1.95E-93	278	KOG4668	C	Energy production and conversion
Ss02g16750.1	At3g21670	67.213	549	14	558	13	558	0	727	KOG1237	E	Amino acid transport and metabolism
Ss02g16760.1	At5g62910	35.789	380	1	351	1	323	1.16E-44	157	KOG2068	K	Transcription
Ss02g16740.1	At4g22150	56.563	320	5	316	2	302	1.68E-110	324	KOG2086	Y	Nuclear structure
Ss02g16720.1	At3g01380	68.012	644	19	659	33	669	0	907	KOG2124	T	Signal transduction mechanisms
Ss01g20370.1	At1g48410	47.126	174	22	175	114	281	8.21E-37	136	KOG1041	J	Translation, ribosomal structure and biogenesis
Ss01g20340.1	At1g16180	45.763	59	119	177	239	295	4.18E-08	56.6	KOG2592	S	Function unknown
Ss02g22590.1	At1g13630	36.905	588	20	539	153	739	3.50E-119	371	KOG4197	R	General function prediction only
Ss11g11510.1	At1g47783	33.333	108	32	134	8	115	6.33E-07	47.8	KOG1075	R	General function prediction only
Ss11g11490.1	At1g35530	34.608	1046	2	955	354	1323	1.09E-124	411	KOG0354	R	General function prediction only
Ss11g11480.1	At1g22640	55.469	256	1	249	1	246	3.62E-90	269	KOG0048	K	Transcription
Ss11g11420.1	At2g37540	53.56	323	1	323	1	321	1.72E-122	355	KOG1208	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss11g11440.1	At1g10950	84.183	569	31	596	21	589	0	934	KOG1277	U	Intracellular trafficking, secretion, and vesicular transport
Ss08g16710.1	Hs7661746	32.877	73	1	73	1	73	3.69E-10	53.1	KOG4112	U	Intracellular trafficking, secretion, and vesicular transport
Ss08g16720.1	At1g03520	62.5	440	13	452	29	447	0	580	KOG0799	G	Carbohydrate transport and metabolism
Ss08g16630.1	At4g17370	71.074	363	10	372	9	364	0	521	KOG2741	QG	Secondary metabolites biosynthesis, transport and catabolism; Carbohydrate transport and metabolism
Ss08g16650.1	At2g20340	48.447	483	18	500	1	474	7.30E-179	512	KOG0628	E	Amino acid transport and metabolism
Ss08g16660.1	At5g58900	30.978	184	11	186	34	214	1.05E-21	90.9	KOG0724	O	Posttranslational modification, protein turnover, chaperones
