Gene_ID	SwissProt_ID	Identity	Align Length	Q start	Q end	T start	T end	E value	Score	Function
Ss03g10940.1	O81916|YC22_ARATH	60.047	428	21	438	68	481	2.98E-180	515	Uncharacterized calcium-binding protein At1g02270 OS=Arabidopsis thaliana OX=3702 GN=At1g02270 PE=2 SV=2
Ss03g10920.1	Q42484|RPS2_ARATH	30.248	929	8	897	3	892	1.28E-91	313	Disease resistance protein RPS2 OS=Arabidopsis thaliana OX=3702 GN=RPS2 PE=1 SV=1
Ss03g10930.1	Q1G3L1|TIM21_ARATH	71.658	187	80	266	83	269	7.35E-89	267	Probable mitochondrial import inner membrane translocase subunit TIM21 OS=Arabidopsis thaliana OX=3702 GN=TIM21 PE=1 SV=1
Ss03g10980.1	Q10P01|LCB1A_ORYSJ	88.866	485	1	485	1	485	0	897	Long chain base biosynthesis protein 1a OS=Oryza sativa subsp. japonica OX=39947 GN=Os03g0252800 PE=2 SV=1
Ss03g10960.1	Q9C801|MOS2_ARATH	55.152	165	264	409	298	462	1.54E-48	176	Protein MOS2 OS=Arabidopsis thaliana OX=3702 GN=MOS2 PE=2 SV=1
Ss03g10970.1	Q9C8M5|WAG1_ARATH	47.955	440	36	459	10	444	1.17E-128	385	Serine/threonine-protein kinase WAG1 OS=Arabidopsis thaliana OX=3702 GN=WAG1 PE=2 SV=1
Ss03g11000.1	O64640|CXE8_ARATH	39.583	336	2	317	9	322	2.29E-79	248	Probable carboxylesterase 8 OS=Arabidopsis thaliana OX=3702 GN=CXE8 PE=2 SV=1
Ss03g11010.1	O64642|URT1_ARATH	53.873	284	238	517	476	744	9.06E-89	291	UTP:RNA uridylyltransferase 1 OS=Arabidopsis thaliana OX=3702 GN=URT1 PE=1 SV=2
Ss06g03220.1	Q9SQI3|FATB_GOSHI	59.07	430	1	427	1	413	0	516	Palmitoyl-acyl carrier protein thioesterase, chloroplastic OS=Gossypium hirsutum OX=3635 GN=FATB1 PE=1 SV=1
Ss06g03230.1	Q9SY02|PP301_ARATH	37.374	594	151	744	98	652	2.08E-131	411	Pentatricopeptide repeat-containing protein At4g02750 OS=Arabidopsis thaliana OX=3702 GN=PCMP-H24 PE=3 SV=1
Ss06g03140.1	Q9SSB8|CX5B2_ARATH	54.478	134	25	157	33	157	1.28E-40	137	Cytochrome c oxidase subunit 5b-2, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=COX5B-2 PE=1 SV=1
Ss06g03150.1	A2Y953|ANM10_ORYSI	85.34	382	1	381	1	382	0	674	Protein arginine N-methyltransferase PRMT10 OS=Oryza sativa subsp. indica OX=39946 GN=PRMT10 PE=3 SV=1
Ss06g03160.1	O22567|DXS1_ORYSJ	58.195	665	69	722	62	716	0	796	1-deoxy-D-xylulose-5-phosphate synthase 1, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=CLA1 PE=2 SV=2
Ss06g03170.1	Q5VSB7|SODF2_ORYSJ	78.088	251	17	264	5	255	7.41E-143	404	Superoxide dismutase [Fe] 2, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0143000 PE=2 SV=1
Ss06g03190.1	Q9SFV2|FHA2_ARATH	76.596	47	27	73	274	320	2.87E-17	76.6	FHA domain-containing protein FHA2 OS=Arabidopsis thaliana OX=3702 GN=FHA2 PE=1 SV=1
Ss06g03210.1	Q93Z92|RING4_ARATH	34.114	299	111	402	110	382	4.28E-45	164	E3 ubiquitin-protein ligase At4g11680 OS=Arabidopsis thaliana OX=3702 GN=At4g11680 PE=2 SV=1
Ss02g31100.1	B5WWZ8|FAO1_LOTJA	57.664	274	118	382	256	527	1.24E-107	341	Long-chain-alcohol oxidase FAO1 OS=Lotus japonicus OX=34305 GN=FAO1 PE=1 SV=1
Ss02g31110.1	Q652I1|G1L2_ORYSJ	63.846	260	15	237	18	277	3.35E-84	254	Protein G1-like2 OS=Oryza sativa subsp. japonica OX=39947 GN=G1L2 PE=1 SV=1
Ss02g31040.1	Q9ZPP0|TBB1_ELEIN	98.652	445	1	445	1	445	0	930	Tubulin beta-1 chain OS=Eleusine indica OX=29674 GN=TUBB1 PE=2 SV=1
Ss02g31050.1	Q6K5Q0|GL21_ORYSJ	59.799	199	1	197	1	199	2.78E-84	253	Putative germin-like protein 2-1 OS=Oryza sativa subsp. japonica OX=39947 GN=Os02g0491600 PE=3 SV=1
Ss02g31060.1	Q9SVH0|PP329_ARATH	43.553	760	8	762	4	762	0	660	Pentatricopeptide repeat-containing protein At4g20770 OS=Arabidopsis thaliana OX=3702 GN=PCMP-E35 PE=3 SV=2
Ss02g31070.1	O64530|STR1_ARATH	69.231	299	1	299	74	372	4.06E-162	459	Thiosulfate/3-mercaptopyruvate sulfurtransferase 1, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=STR1 PE=1 SV=1
Ss02g31080.1	Q9SL92|HCS1_ARATH	64.338	272	104	375	96	367	5.10E-137	398	Biotin--protein ligase 1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=HCS1 PE=1 SV=2
Ss02g31090.1	Q23696|RFA1_CRIFA	25.767	163	16	161	23	179	4.00E-06	52	Replication factor A 51 kDa subunit OS=Crithidia fasciculata OX=5656 GN=RPA1 PE=1 SV=1
Ss10g00010.1	Q7XWK5|SAG39_ORYSJ	41.772	79	56	124	26	104	7.05E-10	58.5	Senescence-specific cysteine protease SAG39 OS=Oryza sativa subsp. japonica OX=39947 GN=SAG39 PE=2 SV=2
Ss10g00020.1	Q8LI34|MYST1_ORYSJ	60.3	466	2	381	5	449	1.08E-161	464	Putative MYST-like histone acetyltransferase 1 OS=Oryza sativa subsp. japonica OX=39947 GN=Os07g0626600 PE=3 SV=1
Ss10g00040.1	Q8GUI4|UGPI6_ARATH	42.105	380	58	436	35	404	3.91E-97	301	Uncharacterized GPI-anchored protein At1g61900 OS=Arabidopsis thaliana OX=3702 GN=At1g61900 PE=2 SV=1
Ss10g00030.1	Q2R712|ACBSY_ORYSJ	68.414	763	1	757	1	760	0	1108	Achilleol B synthase OS=Oryza sativa subsp. japonica OX=39947 GN=Os11g0285000 PE=1 SV=1
Ss10g00080.1	Q9C7Z9|SCP18_ARATH	45.843	445	40	451	29	464	1.78E-137	405	Serine carboxypeptidase-like 18 OS=Arabidopsis thaliana OX=3702 GN=SCPL18 PE=2 SV=2
Ss10g00070.1	Q7XBQ9|RGA2_SOLBU	33.065	124	200	322	96	211	2.29E-11	68.2	Disease resistance protein RGA2 OS=Solanum bulbocastanum OX=147425 GN=RGA2 PE=1 SV=1
Ss04g01530.1	Q05091|PGIP_PYRCO	36.527	334	1	282	1	330	4.17E-62	202	Polygalacturonase inhibitor OS=Pyrus communis OX=23211 GN=PGIP PE=1 SV=1
Ss04g17630.1	Q0WQX7|RBL1_ARATH	60.764	288	54	335	56	343	2.01E-126	370	RHOMBOID-like protein 1 OS=Arabidopsis thaliana OX=3702 GN=RBL1 PE=2 SV=1
Ss04g17640.1	Q8L4D8|IQD31_ARATH	61.667	60	115	174	113	172	1.95E-14	79	Protein IQ-DOMAIN 31 OS=Arabidopsis thaliana OX=3702 GN=IQD31 PE=1 SV=1
Ss04g17610.1	Q7XRX1|RFC4_ORYSJ	93.976	332	5	336	3	334	0	650	Replication factor C subunit 4 OS=Oryza sativa subsp. japonica OX=39947 GN=RFC4 PE=2 SV=2
Ss04g17620.1	Q6EPF0|ROC5_ORYSJ	78.66	806	15	816	15	804	0	1214	Homeobox-leucine zipper protein ROC5 OS=Oryza sativa subsp. japonica OX=39947 GN=ROC5 PE=2 SV=1
Ss04g17670.1	Q7XU38|C87A3_ORYSJ	45.969	459	25	428	58	514	1.37E-144	426	Cytochrome P450 87A3 OS=Oryza sativa subsp. japonica OX=39947 GN=CYP87A3 PE=2 SV=3
Ss04g17680.1	Q7XU38|C87A3_ORYSJ	59.348	460	35	492	59	514	0	584	Cytochrome P450 87A3 OS=Oryza sativa subsp. japonica OX=39947 GN=CYP87A3 PE=2 SV=3
Ss04g17650.1	Q7XU38|C87A3_ORYSJ	84.016	513	29	538	2	514	0	890	Cytochrome P450 87A3 OS=Oryza sativa subsp. japonica OX=39947 GN=CYP87A3 PE=2 SV=3
Ss04g17660.1	Q9FZ33|AXR4_ARATH	38.346	133	72	191	183	314	2.10E-19	89.7	Protein AUXIN RESPONSE 4 OS=Arabidopsis thaliana OX=3702 GN=AXR4 PE=2 SV=1
Ss05g17490.1	Q9SSX0|RAC1_ORYSJ	89.573	211	13	223	3	213	4.61E-144	403	Rac-like GTP-binding protein 1 OS=Oryza sativa subsp. japonica OX=39947 GN=RAC1 PE=1 SV=1
Ss04g17690.1	Q9ZPH9|PMTF_ARATH	64.274	613	22	629	17	623	0	852	Probable methyltransferase PMT15 OS=Arabidopsis thaliana OX=3702 GN=At4g00750 PE=2 SV=1
Ss04g17700.1	Q8L649|BB_ARATH	60.748	107	181	285	137	243	1.47E-38	139	E3 ubiquitin-protein ligase BIG BROTHER OS=Arabidopsis thaliana OX=3702 GN=BB PE=1 SV=1
Ss05g17530.1	Q94FL9|MB3R4_ARATH	52.096	334	31	356	8	337	3.41E-101	342	Transcription factor MYB3R-4 OS=Arabidopsis thaliana OX=3702 GN=MYB3R4 PE=1 SV=1
Ss05g17510.1	Q8LGF7|PEX4_ARATH	92.903	155	182	336	3	157	1.83E-106	310	Protein PEROXIN-4 OS=Arabidopsis thaliana OX=3702 GN=PEX4 PE=1 SV=1
Ss01g24670.1	Q7F4F8|VDAC3_ORYSJ	85.348	273	1	273	1	273	2.53E-174	484	Mitochondrial outer membrane protein porin 3 OS=Oryza sativa subsp. japonica OX=39947 GN=VDAC3 PE=2 SV=1
Ss01g24600.1	Q5ZC82|LOG_ORYSJ	92.056	214	19	232	29	242	3.78E-144	405	Cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG OS=Oryza sativa subsp. japonica OX=39947 GN=LOG PE=1 SV=1
Ss01g24610.1	Q54S83|NDUF7_DICDI	39.009	464	35	485	32	471	1.20E-99	310	Protein arginine methyltransferase NDUFAF7 homolog, mitochondrial OS=Dictyostelium discoideum OX=44689 GN=midA PE=1 SV=1
Ss01g24590.1	P73530|RS1A_SYNY3	32.673	303	70	365	26	293	8.56E-31	123	30S ribosomal protein S1 homolog A OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=rps1A PE=3 SV=1
Ss01g24640.1	Q6ZIV7|HIR1_ORYSJ	61.29	310	1	282	1	281	2.55E-126	364	Hypersensitive-induced response protein 1 OS=Oryza sativa subsp. japonica OX=39947 GN=HIR1 PE=1 SV=1
Ss01g24620.1	Q54WR5|YJU2_DICDI	48.56	243	1	224	1	235	8.16E-72	228	Splicing factor YJU2 OS=Dictyostelium discoideum OX=44689 GN=yju2 PE=3 SV=1
Ss01g24630.1	Q9LFP7|PIX7_ARATH	72.467	454	35	477	45	488	0	649	Probable serine/threonine-protein kinase PIX7 OS=Arabidopsis thaliana OX=3702 GN=PIX7 PE=1 SV=1
Ss07g27840.1	Q94ID7|GGPPS_HEVBR	68.317	303	47	349	77	370	1.86E-147	423	Geranylgeranyl pyrophosphate synthase, chloroplastic OS=Hevea brasiliensis OX=3981 GN=GGPS PE=1 SV=1
Ss07g27850.1	Q9LPU2|URGT2_ARATH	71.802	344	2	343	5	348	1.92E-174	491	UDP-rhamnose/UDP-galactose transporter 2 OS=Arabidopsis thaliana OX=3702 GN=URGT2 PE=1 SV=1
Ss07g27820.1	Q7XI96|BZR1_ORYSJ	81.757	296	16	307	4	297	6.09E-136	390	Protein BZR1 homolog 1 OS=Oryza sativa subsp. japonica OX=39947 GN=BZR1 PE=1 SV=1
Ss07g27830.1	Q8VZ80|PLT5_ARATH	40.833	240	1	222	224	463	1.30E-47	169	Polyol transporter 5 OS=Arabidopsis thaliana OX=3702 GN=PLT5 PE=1 SV=2
Ss07g27890.1	Q9LK27|GTE8_ARATH	30.657	137	71	202	303	435	8.16E-07	53.5	Transcription factor GTE8 OS=Arabidopsis thaliana OX=3702 GN=GTE8 PE=2 SV=2
Ss07g27870.1	Q9DE27|RUVB2_XENLA	71.397	458	6	463	8	454	0	708	RuvB-like 2 OS=Xenopus laevis OX=8355 GN=ruvbl2 PE=2 SV=1
Ss07g27900.1	Q75KD7|AOC_ORYSJ	88.442	199	42	239	42	240	1.66E-129	368	Allene oxide cyclase, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=AOC PE=1 SV=1
Ss07g27910.1	Q75KD7|AOC_ORYSJ	89.95	199	42	239	42	240	6.41E-132	374	Allene oxide cyclase, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=AOC PE=1 SV=1
Ss03g07330.1	Q0IQN5|RTOR2_ORYSJ	77.823	496	1	484	1	471	0	736	Regulatory-associated protein of TOR 2 OS=Oryza sativa subsp. japonica OX=39947 GN=RAPTOR2 PE=1 SV=2
Ss03g07320.1	Q8TEQ8|PIGO_HUMAN	37.721	509	13	515	7	461	2.21E-92	319	GPI ethanolamine phosphate transferase 3 OS=Homo sapiens OX=9606 GN=PIGO PE=1 SV=3
Ss03g07340.1	Q8GYP3|RDM4_ARATH	42.756	283	16	293	7	278	9.95E-63	206	RNA-directed DNA methylation 4 OS=Arabidopsis thaliana OX=3702 GN=RDM4 PE=1 SV=1
Ss03g07290.1	A5BUU4|RSSA_VITVI	76.491	285	10	274	6	288	1.92E-150	427	40S ribosomal protein SA OS=Vitis vinifera OX=29760 GN=GSVIVT00034021001 PE=3 SV=1
Ss03g07280.1	Q94A27|SAC2_ARATH	59.387	751	9	728	18	754	0	865	Phosphoinositide phosphatase SAC2 OS=Arabidopsis thaliana OX=3702 GN=SAC2 PE=2 SV=1
Ss03g07310.1	Q8H0T5|ERF73_ARATH	66.216	74	19	90	17	90	3.87E-26	99.4	Ethylene-responsive transcription factor ERF073 OS=Arabidopsis thaliana OX=3702 GN=ERF073 PE=2 SV=1
Ss03g07300.1	Q94HF1|EIF3K_ORYSJ	84.581	227	1	227	1	226	3.48E-142	399	Eukaryotic translation initiation factor 3 subunit K OS=Oryza sativa subsp. japonica OX=39947 GN=TIF3K1 PE=2 SV=1
Ss03g07370.1	Q8H0T5|ERF73_ARATH	37.168	226	94	302	18	211	9.25E-30	115	Ethylene-responsive transcription factor ERF073 OS=Arabidopsis thaliana OX=3702 GN=ERF073 PE=2 SV=1
Ss03g07360.1	Q8H0T5|ERF73_ARATH	38.863	211	86	294	18	203	1.18E-30	117	Ethylene-responsive transcription factor ERF073 OS=Arabidopsis thaliana OX=3702 GN=ERF073 PE=2 SV=1
Ss07g07080.1	P36532|RM37_YEAST	31.765	85	44	128	19	102	7.73E-06	45.1	54S ribosomal protein L37, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRPL37 PE=1 SV=2
Ss11g02440.1	Q2QZF1|PIK6_ORYSJ	24.521	1044	1	870	44	1010	4.10E-61	228	Disease resistance protein PIK6-NP OS=Oryza sativa subsp. japonica OX=39947 GN=PIK6-NP PE=2 SV=1
Ss11g02450.1	P81898|PNAA_PRUDU	35.155	549	42	580	5	540	2.54E-85	280	Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A OS=Prunus dulcis OX=3755 PE=1 SV=2
Ss11g02430.1	Q2QZF1|PIK6_ORYSJ	32.022	178	3	167	6	182	4.83E-19	87	Disease resistance protein PIK6-NP OS=Oryza sativa subsp. japonica OX=39947 GN=PIK6-NP PE=2 SV=1
Ss11g02480.1	Q2QZF1|PIK6_ORYSJ	29.958	721	153	790	326	1029	2.01E-59	222	Disease resistance protein PIK6-NP OS=Oryza sativa subsp. japonica OX=39947 GN=PIK6-NP PE=2 SV=1
Ss11g02490.1	F4JI46|RGAP2_ARATH	72.509	291	40	323	39	323	1.80E-152	441	Rho GTPase-activating protein 2 OS=Arabidopsis thaliana OX=3702 GN=ROPGAP2 PE=1 SV=1
Ss07g31790.1	Q9M015|Y5161_ARATH	35.185	108	28	135	56	157	5.27E-07	49.7	Uncharacterized protein At5g01610 OS=Arabidopsis thaliana OX=3702 GN=At5g01610 PE=1 SV=1
Ss11g02470.1	Q96324|GSTFB_ARATH	29.508	244	5	240	3	205	3.89E-23	96.7	Glutathione S-transferase F11 OS=Arabidopsis thaliana OX=3702 GN=GSTF11 PE=2 SV=1
Ss07g31770.1	Q9M015|Y5161_ARATH	34.259	108	28	135	56	157	8.21E-06	46.6	Uncharacterized protein At5g01610 OS=Arabidopsis thaliana OX=3702 GN=At5g01610 PE=1 SV=1
Ss07g31760.1	O48791|SCAB1_ARATH	54.624	465	28	492	26	490	0	526	Stomatal closure-related actin-binding protein 1 OS=Arabidopsis thaliana OX=3702 GN=SCAB1 PE=1 SV=1
Ss11g02500.1	O82265|SCC3_ARATH	58.167	1102	26	1121	9	1094	0	1257	Sister-chromatid cohesion protein 3 OS=Arabidopsis thaliana OX=3702 GN=SCC3 PE=1 SV=2
Ss11g02510.1	F4JI44|NDX_ARATH	37.149	961	32	955	10	911	1.28E-162	503	Nodulin homeobox OS=Arabidopsis thaliana OX=3702 GN=NDX PE=2 SV=1
Ss07g31730.1	Q5ZI57|TPPC3_CHICK	58.788	165	18	182	12	176	1.16E-69	212	Trafficking protein particle complex subunit 3 OS=Gallus gallus OX=9031 GN=TRAPPC3 PE=2 SV=1
Ss07g31720.1	Q3ZFI4|SCE3_BRANA	42.932	382	1	379	1	375	5.78E-104	315	Sinapine esterase OS=Brassica napus OX=3708 PE=1 SV=1
Ss07g31710.1	Q9FXJ1|GDL6_ARATH	43.478	368	4	358	11	374	3.89E-105	317	GDSL esterase/lipase At1g28570 OS=Arabidopsis thaliana OX=3702 GN=At1g28570 PE=3 SV=1
Ss09g01900.1	Q9SU13|FLA2_ARATH	49.157	356	26	361	26	376	2.03E-114	342	Fasciclin-like arabinogalactan protein 2 OS=Arabidopsis thaliana OX=3702 GN=FLA2 PE=2 SV=1
Ss08g13050.1	Q6ZKV8|BIODA_ORYSJ	68.052	385	4	368	3	385	3.38E-165	485	Bifunctional dethiobiotin synthetase/7,8-diamino-pelargonic acid aminotransferase, mitochondrial OS=Oryza sativa subsp. japonica OX=39947 GN=BIO3-BIO1 PE=2 SV=1
Ss08g13060.1	Q6ZKV8|BIODA_ORYSJ	80.476	420	1	420	402	821	0	714	Bifunctional dethiobiotin synthetase/7,8-diamino-pelargonic acid aminotransferase, mitochondrial OS=Oryza sativa subsp. japonica OX=39947 GN=BIO3-BIO1 PE=2 SV=1
Ss08g12990.1	Q9SW07|GDU2_ARATH	50.495	101	26	123	26	120	1.24E-24	94.7	Protein GLUTAMINE DUMPER 2 OS=Arabidopsis thaliana OX=3702 GN=GDU2 PE=2 SV=1
Ss08g13000.1	P42027|NDUS7_BRAOL	88.732	71	1	71	73	143	7.10E-41	137	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Brassica oleracea OX=3712 PE=2 SV=1
Ss08g12970.1	P07924|RT13_WHEAT	76.786	56	1	56	59	114	2.44E-24	90.5	Ribosomal protein S13, mitochondrial OS=Triticum aestivum OX=4565 GN=RPS13 PE=3 SV=2
Ss08g13030.1	Q1PDI2|DGK4_ARATH	64.159	452	48	499	36	487	0	630	Diacylglycerol kinase 4 OS=Arabidopsis thaliana OX=3702 GN=DGK4 PE=2 SV=1
Ss08g13010.1	O74452|SCW1_SCHPO	35	160	166	308	355	508	3.66E-16	82.4	Cell wall integrity protein scw1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=scw1 PE=1 SV=1
Ss07g17400.1	O81765|PLRX4_ARATH	54.936	466	28	491	44	498	8.19E-168	504	Pollen-specific leucine-rich repeat extensin-like protein 4 OS=Arabidopsis thaliana OX=3702 GN=PEX4 PE=2 SV=1
Ss07g17390.1	Q9LQ02|NRPD1_ARATH	42.857	84	12	95	24	105	6.50E-15	75.9	DNA-directed RNA polymerase IV subunit 1 OS=Arabidopsis thaliana OX=3702 GN=NRPD1 PE=1 SV=1
Ss01g16950.1	Q0JJS8|HF101_ORYSJ	95.633	458	71	528	74	531	0	905	Fe-S cluster assembly factor HCF101, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=HCF101 PE=3 SV=3
Ss01g16960.1	Q58FZ0|NAKR2_ARATH	43.519	108	26	133	155	247	8.89E-21	87.4	Protein SODIUM POTASSIUM ROOT DEFECTIVE 2 OS=Arabidopsis thaliana OX=3702 GN=NAKR2 PE=2 SV=1
Ss08g08070.1	Q0DKE8|TAR1_ORYSJ	45.635	252	4	165	62	313	9.04E-55	183	Tryptophan aminotransferase-related protein 1 OS=Oryza sativa subsp. japonica OX=39947 GN=TAR1 PE=2 SV=1
Ss01g16980.1	Q9SV13|SUT31_ARATH	55.677	643	2	643	11	647	0	756	Sulfate transporter 3.1 OS=Arabidopsis thaliana OX=3702 GN=SULTR3;1 PE=2 SV=1
Ss01g16990.1	Q5JL96|ZFP34_ORYSJ	78.289	304	26	326	1	302	1.77E-177	496	Probable E3 ubiquitin-protein ligase RZFP34 OS=Oryza sativa subsp. japonica OX=39947 GN=RZFP34 PE=2 SV=1
Ss01g17000.1	Q8L471|FLZ8_ARATH	31.154	260	4	228	14	254	1.43E-20	90.9	FCS-Like Zinc finger 8 OS=Arabidopsis thaliana OX=3702 GN=FLZ8 PE=1 SV=1
Ss01g17010.1	P50156|TIP11_ORYSJ	65.909	132	1	106	73	204	1.44E-47	155	Probable aquaporin TIP1-1 OS=Oryza sativa subsp. japonica OX=39947 GN=TIP1-1 PE=2 SV=1
Ss01g17030.1	Q942F3|BRI1_ORYSJ	81.364	1100	21	1118	29	1121	0	1760	Brassinosteroid LRR receptor kinase BRI1 OS=Oryza sativa subsp. japonica OX=39947 GN=BRI1 PE=1 SV=1
Ss08g08140.1	Q9FZ70|FDL1_ARATH	23.326	433	36	448	10	389	2.36E-15	81.3	F-box/FBD/LRR-repeat protein At1g13570 OS=Arabidopsis thaliana OX=3702 GN=At1g13570 PE=2 SV=1
Ss08g08130.1	Q8GXD9|SCO3_ARATH	45.725	269	287	554	377	640	3.45E-64	224	Protein SNOWY COTYLEDON 3 OS=Arabidopsis thaliana OX=3702 GN=SCO3 PE=1 SV=1
Ss06g16550.1	A6QP05|DHR12_BOVIN	48.173	301	7	305	4	300	3.10E-86	265	Dehydrogenase/reductase SDR family member 12 OS=Bos taurus OX=9913 GN=DHRS12 PE=2 SV=1
Ss06g16470.1	C0LGP4|Y3475_ARATH	41.53	1033	57	1070	25	1001	0	716	Probable LRR receptor-like serine/threonine-protein kinase At3g47570 OS=Arabidopsis thaliana OX=3702 GN=At3g47570 PE=2 SV=1
Ss06g16460.1	Q6K548|VDAC1_ORYSJ	35.714	182	83	217	26	206	4.71E-20	89	Mitochondrial outer membrane protein porin 1 OS=Oryza sativa subsp. japonica OX=39947 GN=VDAC1 PE=1 SV=3
Ss06g16490.1	Q9T075|RMD5_ARATH	53.213	389	150	535	1	388	1.37E-141	416	Protein RMD5 homolog OS=Arabidopsis thaliana OX=3702 GN=RMD5 PE=1 SV=1
Ss06g16480.1	Q6K548|VDAC1_ORYSJ	40.116	172	1	144	2	171	4.18E-28	108	Mitochondrial outer membrane protein porin 1 OS=Oryza sativa subsp. japonica OX=39947 GN=VDAC1 PE=1 SV=3
Ss06g16510.1	Q8LPK0|AB8A_ARATH	55.176	937	9	945	2	901	0	1029	ABC transporter A family member 8 OS=Arabidopsis thaliana OX=3702 GN=ABCA8 PE=2 SV=3
Ss06g16500.1	Q9STT5|AB7A_ARATH	55.864	938	12	943	6	927	0	1021	ABC transporter A family member 7 OS=Arabidopsis thaliana OX=3702 GN=ABCA7 PE=3 SV=2
Ss06g16530.1	Q9M9S4|Y1143_ARATH	43.32	741	24	748	22	723	8.96E-179	532	Probable LRR receptor-like serine/threonine-protein kinase At1g14390 OS=Arabidopsis thaliana OX=3702 GN=At1g14390 PE=1 SV=1
Ss04g01940.1	Q9KEI9|RNH1_BACHD	55.556	45	3	47	6	50	5.99E-11	57.8	Ribonuclease H OS=Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=rnhA PE=1 SV=1
Ss04g01920.1	Q5R8E2|KLC3_PONAB	29.353	201	139	339	220	420	4.56E-16	84.7	Kinesin light chain 3 OS=Pongo abelii OX=9601 GN=KLC3 PE=2 SV=1
Ss02g23010.1	Q9FME8|OPT4_ARATH	52.577	194	1	164	15	201	6.60E-52	181	Oligopeptide transporter 4 OS=Arabidopsis thaliana OX=3702 GN=OPT4 PE=1 SV=1
Ss04g01910.1	Q5SVZ6|ZMYM1_HUMAN	22.944	231	1	216	659	872	1.64E-11	66.6	Zinc finger MYM-type protein 1 OS=Homo sapiens OX=9606 GN=ZMYM1 PE=1 SV=1
Ss04g01880.1	A0A2P1GIY9|REDX2_CATRO	54.114	316	12	323	7	322	3.26E-125	365	Protein REDOX 2 OS=Catharanthus roseus OX=4058 GN=Redox2 PE=1 SV=1
Ss04g01890.1	Q7XP01|P2C37_ORYSJ	58.592	483	1	429	3	474	7.17E-132	390	Probable protein phosphatase 2C 37 OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0167900 PE=3 SV=2
Ss04g01870.1	A0A2P1GIY9|REDX2_CATRO	53.012	332	15	344	7	323	2.42E-127	370	Protein REDOX 2 OS=Catharanthus roseus OX=4058 GN=Redox2 PE=1 SV=1
Ss09g05520.1	Q0JMY8|SALT_ORYSJ	49.65	143	4	146	3	145	7.24E-44	144	Salt stress-induced protein OS=Oryza sativa subsp. japonica OX=39947 GN=SALT PE=1 SV=1
Ss09g05530.1	Q84M95|PBL28_ARATH	67.778	360	2	347	3	362	0	510	Probable serine/threonine-protein kinase PBL28 OS=Arabidopsis thaliana OX=3702 GN=PBL28 PE=2 SV=1
Ss04g02120.1	Q7XHC4|AT15_ORYSJ	45.413	436	1	415	1	429	6.33E-108	328	Acyl transferase 15 OS=Oryza sativa subsp. japonica OX=39947 GN=AT15 PE=2 SV=1
Ss04g02130.1	Q94BT9|ATOX1_ARATH	83.582	67	3	69	2	68	1.28E-36	121	Copper transport protein ATX1 OS=Arabidopsis thaliana OX=3702 GN=ATX1 PE=1 SV=2
Ss04g02140.1	Q94BT9|ATOX1_ARATH	79.104	67	3	69	2	68	1.18E-34	115	Copper transport protein ATX1 OS=Arabidopsis thaliana OX=3702 GN=ATX1 PE=1 SV=2
Ss04g02160.1	F4HQ20|LRL25_ARATH	47.09	378	285	655	295	646	9.50E-109	345	LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.5 OS=Arabidopsis thaliana OX=3702 GN=LRK10L-2.5 PE=3 SV=1
Ss04g02170.1	Q9FIY7|SM3L3_ARATH	66.228	912	264	1164	384	1276	0	1229	DNA repair protein RAD5B OS=Arabidopsis thaliana OX=3702 GN=RAD5B PE=3 SV=1
Ss04g02180.1	F4HYR6|SBT24_ARATH	50.966	828	4	795	19	832	0	772	Subtilisin-like protease SBT2.4 OS=Arabidopsis thaliana OX=3702 GN=SBT2.4 PE=1 SV=1
Ss04g02190.1	Q0JF03|ARP9_ORYSJ	80.944	551	81	630	2	546	0	929	Actin-related protein 9 OS=Oryza sativa subsp. japonica OX=39947 GN=ARP9 PE=2 SV=1
Ss04g02200.1	Q9SDZ9|PPAF2_IPOBA	68.261	460	7	463	5	460	0	661	Purple acid phosphatase 2 OS=Ipomoea batatas OX=4120 GN=PAP2 PE=1 SV=1
Ss09g08180.1	Q69P94|TI10C_ORYSJ	48.98	245	7	242	14	232	9.72E-54	176	Protein TIFY 10c OS=Oryza sativa subsp. japonica OX=39947 GN=TIFY10C PE=1 SV=1
