Gene	KeggOrtholog
Ss09g05600.1	K04730 IRAK1; interleukin-1 receptor-associated kinase 1 [EC:2.7.11.1]
Ss03g07560.1	K01719 hemD, UROS; uroporphyrinogen-III synthase [EC:4.2.1.75]
Ss03g07500.1	K02604 ORC2; origin recognition complex subunit 2
Ss03g07490.1	K15891 FLDH; NAD+-dependent farnesol dehydrogenase [EC:1.1.1.354]
Ss11g02650.1	K05909 E1.10.3.2; laccase [EC:1.10.3.2]
Ss11g02660.1	K21456 GSS; glutathione synthase [EC:6.3.2.3]
Ss11g02680.1	K05909 E1.10.3.2; laccase [EC:1.10.3.2]
Ss01g35280.1	K02957 RP-S15Ae, RPS15A; small subunit ribosomal protein S15Ae
Ss11g02630.1	K05909 E1.10.3.2; laccase [EC:1.10.3.2]
Ss11g02640.1	K04565 SOD1; superoxide dismutase, Cu-Zn family [EC:1.15.1.1]
Ss01g35300.1	K18482 ADCL; 4-amino-4-deoxychorismate lyase [EC:4.1.3.38]
Ss08g12860.1	K09422 MYBP; transcription factor MYB, plant
Ss08g12870.1	K00609 pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]
Ss08g12830.1	K04392 RAC1; Ras-related C3 botulinum toxin substrate 1
Ss08g12850.1	K02135 ATPeF1E, ATP5E, ATP15; F-type H+-transporting ATPase subunit epsilon
Ss08g12790.1	K10956 SEC61A; protein transport protein SEC61 subunit alpha
Ss08g08310.1	K03098 APOD; apolipoprotein D and lipocalin family protein
Ss08g08260.1	K10255 FAD6, desA; acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45]
Ss08g08270.1	K00131 gapN; glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]
Ss01g16790.1	K13199 SERBP1; plasminogen activator inhibitor 1 RNA-binding protein
Ss01g16760.1	K09422 MYBP; transcription factor MYB, plant
Ss07g24560.1	K05572 ndhA; NAD(P)H-quinone oxidoreductase subunit 1 [EC:7.1.1.2]
Ss05g20400.1	K07953 SAR1; GTP-binding protein SAR1 [EC:3.6.5.-]
Ss09g08460.1	K13528 MED20; mediator of RNA polymerase II transcription subunit 20
Ss05g20380.1	K17491 SMEK, PPP4R3; protein phosphatase 4 regulatory subunit 3
Ss05g20370.1	K01507 ppa; inorganic pyrophosphatase [EC:3.6.1.1]
Ss05g20360.1	K16253 NRPD7, NRPE7; DNA-directed RNA polymerase IV and V subunit 7
Ss09g08400.1	K00951 relA; GTP pyrophosphokinase [EC:2.7.6.5]
Ss09g08370.1	K01366 CTSH; cathepsin H [EC:3.4.22.16]
Ss09g08430.1	K20044 PICALM; phosphatidylinositol-binding clathrin assembly protein
Ss05g20420.1	K11866 STAMBP, AMSH; STAM-binding protein [EC:3.4.19.12]
Ss03g03190.1	K11592 DICER1, DCR1; endoribonuclease Dicer [EC:3.1.26.-]
Ss03g03180.1	K03626 EGD2, NACA; nascent polypeptide-associated complex subunit alpha
Ss03g03170.1	K00430 E1.11.1.7; peroxidase [EC:1.11.1.7]
Ss03g03160.1	K08503 SYP5; syntaxin of plants SYP5
Ss04g25550.1	K00052 leuB, IMDH; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]
Ss04g25540.1	K00052 leuB, IMDH; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]
Ss04g25530.1	K00422 E1.10.3.1; polyphenol oxidase [EC:1.10.3.1]
Ss04g25520.1	K01188 E3.2.1.21; beta-glucosidase [EC:3.2.1.21]
Ss04g25570.1	K08269 ULK2, ATG1; serine/threonine-protein kinase ULK2 [EC:2.7.11.1]
Ss04g25610.1	K10355 ACTF; actin, other eukaryote
Ss04g25600.1	K22736 VIT; vacuolar iron transporter family protein
Ss07g19730.1	K05350 bglB; beta-glucosidase [EC:3.2.1.21]
Ss07g19700.1	K18045 SIW14, OCA3; tyrosine-protein phosphatase SIW14 [EC:3.1.3.48]
Ss07g19750.1	K07442 TRM61, GCD14; tRNA (adenine57-N1/adenine58-N1)-methyltransferase catalytic subunit [EC:2.1.1.219 2.1.1.220]
Ss04g12950.1	K01148 PARN, PNLDC1; poly(A)-specific ribonuclease [EC:3.1.13.4]
Ss04g12940.1	K13448 CML; calcium-binding protein CML
Ss04g12930.1	K16196 EIF2AK4; eukaryotic translation initiation factor 2-alpha kinase 4 [EC:2.7.11.1]
Ss01g28400.1	K06184 ABCF1; ATP-binding cassette, subfamily F, member 1
Ss09g15250.1	K22184 BRD9; bromodomain-containing protein 9
Ss08g04710.1	K12854 SNRNP200, BRR2; pre-mRNA-splicing helicase BRR2 [EC:3.6.4.13]
Ss01g28370.1	K13449 PR1; pathogenesis-related protein 1
Ss08g04660.1	K10591 NEDD4, RSP5; E3 ubiquitin-protein ligase NEDD4 [EC:2.3.2.26]
Ss08g07690.1	K00921 PIKFYVE, FAB1; 1-phosphatidylinositol-3-phosphate 5-kinase [EC:2.7.1.150]
Ss01g30460.1	K17279 REEP5_6; receptor expression-enhancing protein 5/6
Ss08g09000.1	K09422 MYBP; transcription factor MYB, plant
Ss01g00230.1	K14689 SLC30A2, ZNT2; solute carrier family 30 (zinc transporter), member 2
Ss01g00200.1	K01490 AMPD; AMP deaminase [EC:3.5.4.6]
Ss01g00270.1	K09523 DNAJC3; DnaJ homolog subfamily C member 3
Ss01g00280.1	K09523 DNAJC3; DnaJ homolog subfamily C member 3
Ss01g00290.1	K04650 NCOR1, N-CoR; nuclear receptor co-repressor 1
Ss01g30510.1	K07937 ARF1; ADP-ribosylation factor 1
Ss03g24500.1	K10400 KIF15; kinesin family member 15
Ss06g00270.1	K10528 HPL; hydroperoxide lyase [EC:4.1.2.-]
Ss06g00240.1	K14137 PTAR1; protein prenyltransferase alpha subunit repeat containing protein 1
Ss06g00250.1	K14137 PTAR1; protein prenyltransferase alpha subunit repeat containing protein 1
Ss06g00230.1	K07198 PRKAA, AMPK; 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.11]
Ss06g00210.1	K02922 RP-L37e, RPL37; large subunit ribosomal protein L37e
Ss06g19510.1	K01246 tag; DNA-3-methyladenine glycosylase I [EC:3.2.2.20]
Ss06g19520.1	K16860 PLD3_4; phospholipase D3/4 [EC:3.1.4.4]
Ss06g19540.1	K12158 NEDD8; ubiquitin-like protein Nedd8
Ss06g19560.1	K17086 TM9SF2_4; transmembrane 9 superfamily member 2/4
Ss07g04000.1	K14484 IAA; auxin-responsive protein IAA
Ss07g22410.1	K00026 MDH2; malate dehydrogenase [EC:1.1.1.37]
Ss02g07980.1	K21806 VCPKMT, METTL21D; protein N-lysine methyltransferase METTL21D [EC:2.1.1.-]
Ss02g07950.1	K00430 E1.11.1.7; peroxidase [EC:1.11.1.7]
Ss02g07930.1	K11129 NHP2, NOLA2; H/ACA ribonucleoprotein complex subunit 2
Ss02g07920.1	K14545 RRP7; ribosomal RNA-processing protein 7
Ss02g07910.1	K19765 HSBP1; heat shock factor-binding protein 1
Ss02g07990.1	K04773 sppA; protease IV [EC:3.4.21.-]
Ss03g24920.1	K14649 TAF8; transcription initiation factor TFIID subunit 8
Ss03g24960.1	K01126 E3.1.4.46, glpQ, ugpQ; glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]
Ss03g24970.1	K06627 CCNA; cyclin-A
Ss11g11400.1	K10755 RFC2_4; replication factor C subunit 2/4
Ss11g11370.1	K11649 SMARCC; SWI/SNF related-matrix-associated actin-dependent regulator of chromatin subfamily C
Ss01g34500.1	K03216 trmL, cspR; tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207]
Ss01g34510.1	K08488 STX7; syntaxin 7
Ss01g34480.1	K08150 SLC2A13, ITR; MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13
Ss05g06780.1	K07541 PIGX; phosphatidylinositol glycan, class X
Ss01g34520.1	K16296 SCPL-I; serine carboxypeptidase-like clade I [EC:3.4.16.-]
Ss05g06820.1	K08741 MSH5; DNA mismatch repair protein MSH5
Ss05g06810.1	K03113 EIF1, SUI1; translation initiation factor 1
Ss02g33420.1	K13335 PEX16; peroxin-16
Ss02g33430.1	K02206 CDK2; cyclin-dependent kinase 2 [EC:2.7.11.22]
Ss02g33470.1	K12893 SFRS4_5_6; splicing factor, arginine/serine-rich 4/5/6
Ss05g03420.1	K00264 GLT1; glutamate synthase (NADH) [EC:1.4.1.14]
Ss11g06420.1	K12818 DHX8, PRP22; ATP-dependent RNA helicase DHX8/PRP22 [EC:3.6.4.13]
Ss11g06410.1	K11373 ELP1, IKI3, IKBKAP; elongator complex protein 1
Ss11g06400.1	K11373 ELP1, IKI3, IKBKAP; elongator complex protein 1
Ss11g06390.1	K02434 gatB, PET112; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]
Ss11g06380.1	K02434 gatB, PET112; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]
Ss11g06370.1	K19042 BOI; E3 ubiquitin-protein ligase BOI and related proteins [EC:2.3.2.27]
Ss11g06350.1	K02911 RP-L32, MRPL32, rpmF; large subunit ribosomal protein L32
Ss04g03830.1	K05309 PTGES2; microsomal prostaglandin-E synthase 2 [EC:5.3.99.3]
Ss04g03750.1	K00083 E1.1.1.195; cinnamyl-alcohol dehydrogenase [EC:1.1.1.195]
Ss04g03770.1	K09872 PIP; aquaporin PIP
Ss04g03800.1	K21804 METTL21A; protein N-lysine methyltransferase METTL21A [EC:2.1.1.-]
Ss01g08770.1	K05909 E1.10.3.2; laccase [EC:1.10.3.2]
Ss01g08780.1	K09422 MYBP; transcription factor MYB, plant
Ss01g08760.1	K05909 E1.10.3.2; laccase [EC:1.10.3.2]
Ss02g10750.1	K08331 ATG13; autophagy-related protein 13
Ss02g10790.1	K11498 CENPE; centromeric protein E
Ss02g10830.1	K03676 grxC, GLRX, GLRX2; glutaredoxin 3
Ss06g02540.1	K02830 HRAD1, RAD17; cell cycle checkpoint protein [EC:3.1.11.2]
Ss06g02560.1	K03428 bchM, chlM; magnesium-protoporphyrin O-methyltransferase [EC:2.1.1.11]
Ss06g02610.1	K13679 WAXY; granule-bound starch synthase [EC:2.4.1.242]
Ss07g29710.1	K03024 RPC7, POLR3G; DNA-directed RNA polymerase III subunit RPC7
Ss09g11930.1	K08679 E5.1.3.6; UDP-glucuronate 4-epimerase [EC:5.1.3.6]
Ss09g11860.1	K09569 FKBP2; FK506-binding protein 2 [EC:5.2.1.8]
Ss09g11850.1	K09571 FKBP4_5; FK506-binding protein 4/5 [EC:5.2.1.8]
Ss08g16110.1	K10878 SPO11; meiotic recombination protein SPO11
Ss01g11520.1	K14769 UTP11; U3 small nucleolar RNA-associated protein 11
Ss05g10910.1	K15382 SLC50A, SWEET; solute carrier family 50 (sugar transporter)
Ss01g11450.1	K09522 DNAJC2; DnaJ homolog subfamily C member 2
Ss01g11460.1	K02183 CALM; calmodulin
Ss01g11430.1	K02727 PSMA3; 20S proteasome subunit alpha 7 [EC:3.4.25.1]
Ss01g11490.1	K15192 BTAF1, MOT1; TATA-binding protein-associated factor [EC:3.6.4.-]
Ss03g31560.1	K01193 INV, sacA; beta-fructofuranosidase [EC:3.2.1.26]
Ss03g31590.1	K14548 UTP4, CIRH1A; U3 small nucleolar RNA-associated protein 4
Ss01g05190.1	K03671 trxA; thioredoxin 1
Ss01g05210.1	K15210 SNAPC3; snRNA-activating protein complex subunit 3
Ss01g05280.1	K12823 DDX5, DBP2; ATP-dependent RNA helicase DDX5/DBP2 [EC:3.6.4.13]
Ss01g05270.1	K12667 SWP1, RPN2; oligosaccharyltransferase complex subunit delta (ribophorin II)
Ss01g11160.1	K00326 E1.6.2.2; cytochrome-b5 reductase [EC:1.6.2.2]
Ss09g06030.1	K01054 MGLL; acylglycerol lipase [EC:3.1.1.23]
Ss09g05980.1	K15601 KDM3; lysine-specific demethylase 3 [EC:1.14.11.-]
Ss09g05990.1	K01578 MLYCD; malonyl-CoA decarboxylase [EC:4.1.1.9]
Ss09g05970.1	K18875 EDS1; enhanced disease susceptibility 1 protein
Ss09g05940.1	K00161 PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]
Ss03g19150.1	K03942 NDUFV1; NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:7.1.1.2 1.6.99.3]
Ss01g11190.1	K01738 cysK; cysteine synthase [EC:2.5.1.47]
Ss07g25110.1	K13993 HSP20; HSP20 family protein
Ss07g33600.1	K21354 UGT94E5; beta-D-glucosyl crocetin beta-1,6-glucosyltransferase [EC:2.4.1.330]
Ss07g33640.1	K10364 CAPZA; capping protein (actin filament) muscle Z-line, alpha
Ss03g05810.1	K18655 DDX19, DBP5; ATP-dependent RNA helicase DDX19/DBP5 [EC:3.6.4.13]
Ss03g05830.1	K03809 wrbA; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
Ss04g21610.1	K10632 BRAP; BRCA1-associated protein [EC:2.3.2.27]
Ss04g21560.1	K10882 EME1, MMS4; crossover junction endonuclease EME1 [EC:3.1.22.-]
Ss04g03420.1	K14831 MAK16; protein MAK16
Ss06g09030.1	K21485 AAMT; anthranilate O-methyltransferase [EC:2.1.1.277]
Ss04g03470.1	K01759 GLO1, gloA; lactoylglutathione lyase [EC:4.4.1.5]
Ss04g03460.1	K00111 glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]
Ss04g03480.1	K16298 SCPL-IV; serine carboxypeptidase-like clade IV [EC:3.4.16.-]
Ss06g08950.1	K03501 gidB, rsmG; 16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]
Ss06g09010.1	K21485 AAMT; anthranilate O-methyltransferase [EC:2.1.1.277]
Ss06g08980.1	K14638 SLC15A3_4, PHT; solute carrier family 15 (peptide/histidine transporter), member 3/4
Contig12g00010.1	K11344 EAF6; chromatin modification-related protein EAF6
Ss10g04580.1	K07936 RAN; GTP-binding nuclear protein Ran
Ss10g04640.1	K11353 NDUFA13; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 13
Ss10g04650.1	K10666 RNF5; E3 ubiquitin-protein ligase RNF5 [EC:2.3.2.27]
Ss10g04660.1	K01426 E3.5.1.4, amiE; amidase [EC:3.5.1.4]
Ss10g04670.1	K01785 galM, GALM; aldose 1-epimerase [EC:5.1.3.3]
Ss10g15500.1	K01761 E4.4.1.11; methionine-gamma-lyase [EC:4.4.1.11]
Ss10g15510.1	K04043 dnaK, HSPA9; molecular chaperone DnaK
Ss10g15580.1	K10849 ERCC1; DNA excision repair protein ERCC-1
Ss03g29280.1	K15718 LOX1_5; linoleate 9S-lipoxygenase [EC:1.13.11.58]
Ss03g29200.1	K04711 ACER3, YDC1; dihydroceramidase [EC:3.5.1.-]
Ss03g29230.1	K14843 PES1, NOP7; pescadillo
Ss03g29250.1	K17972 NAA20, NAT3; N-terminal acetyltransferase B complex catalytic subunit [EC:2.3.1.254]
Ss05g22250.1	K15322 TSEN2; tRNA-splicing endonuclease subunit Sen2 [EC:4.6.1.16]
Ss05g22200.1	K14689 SLC30A2, ZNT2; solute carrier family 30 (zinc transporter), member 2
Ss03g08510.1	K01875 SARS, serS; seryl-tRNA synthetase [EC:6.1.1.11]
Ss03g08520.1	K09338 HD-ZIP; homeobox-leucine zipper protein
Ss07g04990.1	K14811 DBP3; ATP-dependent RNA helicase DBP3 [EC:3.6.4.13]
Ss03g26880.1	K22422 DONSON; protein downstream neighbor of Son
Ss04g12140.1	K12195 CHMP6, VPS20; charged multivesicular body protein 6
Ss04g12170.1	K07304 msrA; peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]
Ss04g12100.1	K00573 E2.1.1.77, pcm; protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]
Ss04g12110.1	K15360 STRA13, CENPX, MHF2; centromere protein X
Ss04g12130.1	K05658 ABCB1, CD243; ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:7.6.2.2]
Ss07g21770.1	K11420 EHMT; euchromatic histone-lysine N-methyltransferase [EC:2.1.1.43]
Ss07g21710.1	K00599 METTL6; methyltransferase-like protein 6 [EC:2.1.1.-]
Ss07g21740.1	K21437 ANKRD13; ankyrin repeat domain-containing protein 13
Ss05g16020.1	K19355 MAN; mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]
Ss05g16030.1	K21398 SLC11A2, DMT1, NRAMP2; natural resistance-associated macrophage protein 2
Ss05g16050.1	K00430 E1.11.1.7; peroxidase [EC:1.11.1.7]
Ss04g10640.1	K01551 arsA, ASNA1, GET3; arsenite/tail-anchored protein-transporting ATPase [EC:3.6.3.16 3.6.3.-]
Ss04g10650.1	K15015 SLC32A, VGAT; solute carrier family 32 (vesicular inhibitory amino acid transporter)
Ss04g10620.1	K02915 RP-L34e, RPL34; large subunit ribosomal protein L34e
Ss04g10690.1	K15015 SLC32A, VGAT; solute carrier family 32 (vesicular inhibitory amino acid transporter)
Ss04g10700.1	K14413 GALT1; beta-1,3-galactosyltransferase [EC:2.4.1.-]
Ss06g18710.1	K15131 MED11; mediator of RNA polymerase II transcription subunit 11
Ss06g18720.1	K15131 MED11; mediator of RNA polymerase II transcription subunit 11
Ss06g18660.1	K05658 ABCB1, CD243; ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:7.6.2.2]
Ss05g01020.1	K03093 sigI; RNA polymerase sigma factor
Ss05g01000.1	K13199 SERBP1; plasminogen activator inhibitor 1 RNA-binding protein
Ss05g01060.1	K08900 BCS1; mitochondrial chaperone BCS1
Ss05g01050.1	K11644 SIN3A; paired amphipathic helix protein Sin3a
Ss05g01040.1	K12581 CNOT7_8, CAF1, POP2; CCR4-NOT transcription complex subunit 7/8
Ss05g01080.1	K13960 UBE2T, HSPC150; ubiquitin-conjugating enzyme E2 T [EC:2.3.2.23]
Ss05g01070.1	K17808 ZIM17, DNLZ, Tim15; mitochondrial protein import protein ZIM17
Ss08g06180.1	K11855 USP36_42; ubiquitin carboxyl-terminal hydrolase 36/42 [EC:3.4.19.12]
Ss08g06140.1	K00873 PK, pyk; pyruvate kinase [EC:2.7.1.40]
Ss08g06170.1	K15104 SLC25A11, OGC; solute carrier family 25 (mitochondrial oxoglutarate transporter), member 11
Ss08g06160.1	K18810 CYCD1_2_4; cyclin D1/2/4, plant
Ss08g06100.1	K03327 TC.MATE, SLC47A, norM, mdtK, dinF; multidrug resistance protein, MATE family
Ss08g06120.1	K03327 TC.MATE, SLC47A, norM, mdtK, dinF; multidrug resistance protein, MATE family
Ss09g01270.1	K18045 SIW14, OCA3; tyrosine-protein phosphatase SIW14 [EC:3.1.3.48]
Ss03g14830.1	K01568 PDC, pdc; pyruvate decarboxylase [EC:4.1.1.1]
Ss03g14760.1	K15100 SLC25A1, CTP; solute carrier family 25 (mitochondrial citrate transporter), member 1
Ss03g14820.1	K01568 PDC, pdc; pyruvate decarboxylase [EC:4.1.1.1]
Ss03g14810.1	K10863 APTX; aprataxin [EC:3.1.11.7 3.1.11.8 3.1.12.2]
Ss07g18190.1	K13348 MPV17; protein Mpv17
Ss09g16940.1	K05909 E1.10.3.2; laccase [EC:1.10.3.2]
Ss01g43440.1	K01595 ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31]
Ss01g43450.1	K11644 SIN3A; paired amphipathic helix protein Sin3a
Ss01g43410.1	K18749 LSM14, RAP55, SCD6; protein LSM14
Ss01g43420.1	K03768 PPIB, ppiB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]
Ss01g37450.1	K02868 RP-L11e, RPL11; large subunit ribosomal protein L11e
Ss02g03630.1	K01535 PMA1, PMA2; H+-transporting ATPase [EC:7.1.2.1]
Ss02g03620.1	K02209 MCM5, CDC46; DNA replication licensing factor MCM5 [EC:3.6.4.12]
Ss02g03600.1	K00811 ASP5; aspartate aminotransferase, chloroplastic [EC:2.6.1.1]
Ss02g03670.1	K08333 PIK3R4, VPS15; phosphoinositide-3-kinase, regulatory subunit 4 [EC:2.7.11.1]
Ss02g03680.1	K11000 CALS; callose synthase [EC:2.4.1.-]
Ss05g09300.1	K01623 ALDO; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]
Ss05g09310.1	K00002 AKR1A1, adh; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]
Ss05g09340.1	K00761 upp, UPRT; uracil phosphoribosyltransferase [EC:2.4.2.9]
Ss05g09350.1	K20393 ARL6IP5, PRAF3; PRA1 family protein 3
Ss05g09360.1	K12657 ALDH18A1, P5CS; delta-1-pyrroline-5-carboxylate synthetase [EC:2.7.2.11 1.2.1.41]
Ss02g16790.1	K01658 trpG; anthranilate synthase component II [EC:4.1.3.27]
Ss02g16780.1	K14847 RPF2; ribosome production factor 2
Ss02g16840.1	K06630 YWHAE; 14-3-3 protein epsilon
Ss02g16810.1	K10418 DYNLL; dynein light chain LC8-type
Ss02g16850.1	K14495 GID2, SLY1; F-box protein GID2
Ss02g09720.1	K01792 E5.1.3.15; glucose-6-phosphate 1-epimerase [EC:5.1.3.15]
Ss02g09690.1	K10666 RNF5; E3 ubiquitin-protein ligase RNF5 [EC:2.3.2.27]
Ss02g09770.1	K18998 CPL1_2; RNA polymerase II C-terminal domain phosphatase-like 1/2 [EC:3.1.3.16]
Ss02g09780.1	K20241 WDR44, RAB11BP; WD repeat-containing protein 44
Ss01g19820.1	K05909 E1.10.3.2; laccase [EC:1.10.3.2]
Ss01g19800.1	K14486 K14486, ARF; auxin response factor
Ss07g00580.1	K04125 E1.14.11.13; gibberellin 2beta-dioxygenase [EC:1.14.11.13]
Ss07g00570.1	K05931 CARM1, PRMT4; type I protein arginine methyltransferase [EC:2.1.1.319]
Ss07g24180.1	K03327 TC.MATE, SLC47A, norM, mdtK, dinF; multidrug resistance protein, MATE family
Ss07g00530.1	K05387 GRIP; glutamate receptor, ionotropic, plant
Ss07g01330.1	K00430 E1.11.1.7; peroxidase [EC:1.11.1.7]
Ss07g24130.1	K07213 ATOX1, ATX1, copZ, golB; copper chaperone
Ss11g16940.1	K08597 SENP8, NEDP1, DEN1; sentrin-specific protease 8 [EC:3.4.22.68]
Ss11g16960.1	K16546 FGFR10P; FGFR1 oncogene partner
Ss11g16970.1	K07512 MECR, NRBF1; mitochondrial trans-2-enoyl-CoA reductase [EC:1.3.1.38]
Ss11g16980.1	K20715 PHOT; phototropin [EC:2.7.11.1]
Ss11g16990.1	K10398 KIF11, EG5; kinesin family member 11
Ss02g34810.1	K17479 GRXCR1; glutaredoxin domain-containing cysteine-rich protein 1
Ss02g34840.1	K10401 KIF18_19; kinesin family member 18/19
Ss02g34860.1	K03094 SKP1, CBF3D; S-phase kinase-associated protein 1
Ss02g34870.1	K15893 HPR1; glycerate dehydrogenase [EC:1.1.1.29]
Ss04g19230.1	K14416 HBS1; elongation factor 1 alpha-like protein
Ss04g19240.1	K19995 SCAMP; secretory carrier-associated membrane protein
Ss04g19300.1	K02870 RP-L12e, RPL12; large subunit ribosomal protein L12e
Ss11g01420.1	K12837 U2AF2; splicing factor U2AF 65 kDa subunit
Ss11g01430.1	K12837 U2AF2; splicing factor U2AF 65 kDa subunit
Ss11g01370.1	K09422 MYBP; transcription factor MYB, plant
Ss11g01400.1	K21362 SFR2; galactolipid galactosyltransferase [EC:2.4.1.184]
Ss11g01380.1	K01051 E3.1.1.11; pectinesterase [EC:3.1.1.11]
Ss11g01390.1	K14962 WDR82, SWD2, CPS35; COMPASS component SWD2
Ss03g12410.1	K09338 HD-ZIP; homeobox-leucine zipper protein
Ss01g17970.1	K00787 FDPS; farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]
Ss03g12430.1	K00826 E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]
Ss03g12440.1	K00511 SQLE, ERG1; squalene monooxygenase [EC:1.14.14.17]
Ss03g12480.1	K10293 FBXO7; F-box protein 7
Ss01g17950.1	K12393 AP1M; AP-1 complex subunit mu
Ss01g17920.1	K02906 RP-L3, MRPL3, rplC; large subunit ribosomal protein L3
Ss04g05710.1	K10949 KDELR; ER lumen protein retaining receptor
Ss04g05660.1	K02918 RP-L35e, RPL35; large subunit ribosomal protein L35e
Ss04g05670.1	K01183 E3.2.1.14; chitinase [EC:3.2.1.14]
Ss04g05690.1	K03247 EIF3H; translation initiation factor 3 subunit H
Ss11g04800.1	K22698 SEY1; protein SEY1 [EC:3.6.5.-]
Ss01g30040.1	K01739 metB; cystathionine gamma-synthase [EC:2.5.1.48]
Ss02g24690.1	K00815 TAT; tyrosine aminotransferase [EC:2.6.1.5]
Ss06g07400.1	K06063 SNW1, SKIIP, SKIP; SNW domain-containing protein 1
Ss06g07430.1	K08505 SFT1; protein transport protein SFT1
Ss06g07450.1	K01601 rbcL; ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]
Ss06g07460.1	K02262 COX3; cytochrome c oxidase subunit 3
Ss06g07470.1	K10664 ATL6S; E3 ubiquitin-protein ligase ATL6/9/15/31/42/55 [EC:2.3.2.27]
Ss07g19430.1	K20665 CYP94B; jasmonoyl-L-amino acid 12-hydroxylase [EC:1.14.14.48]
Ss07g19400.1	K19730 ATG101; autophagy-related protein 101
Ss05g12900.1	K21286 NTAQ1; protein N-terminal glutamine amidohydrolase [EC:3.5.1.122]
Ss05g12930.1	K06118 SQD1, sqdB; UDP-sulfoquinovose synthase [EC:3.13.1.1]
Ss05g12880.1	K02634 petA; apocytochrome f
Ss11g09160.1	K01940 argG, ASS1; argininosuccinate synthase [EC:6.3.4.5]
Ss11g09180.1	K20860 FHY1; FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104]
Ss11g09130.1	K12818 DHX8, PRP22; ATP-dependent RNA helicase DHX8/PRP22 [EC:3.6.4.13]
Ss11g09200.1	K03553 recA; recombination protein RecA
Ss08g03480.1	K02912 RP-L32e, RPL32; large subunit ribosomal protein L32e
Ss08g03510.1	K02912 RP-L32e, RPL32; large subunit ribosomal protein L32e
Ss08g03500.1	K07904 RAB11A; Ras-related protein Rab-11A
Ss08g03470.1	K09571 FKBP4_5; FK506-binding protein 4/5 [EC:5.2.1.8]
Ss10g08520.1	K05573 ndhB; NAD(P)H-quinone oxidoreductase subunit 2 [EC:7.1.1.2]
Ss10g08490.1	K01738 cysK; cysteine synthase [EC:2.5.1.47]
Ss07g28140.1	K08272 CAB39, MO25; calcium binding protein 39
